id,date,dealership,location,model,price,month,year,quarter
SL000588,2023-07-01,Texas Dealership,"Austin, TX",E-SUV Elite,62897.96,2023-07,2023,Q3
SL000589,2023-07-01,California Dealership,"Los Angeles, CA",E-Truck Power,73405.57,2023-07,2023,Q3
SL000590,2023-07-02,Florida Dealership,"Miami, FL",E-Truck Power,71360.2,2023-07,2023,Q3
SL000591,2023-07-02,California Dealership,"Los Angeles, CA",E-Sedan Pro,43309.66,2023-07,2023,Q3
SL000592,2023-07-03,New York Dealership,"New York, NY",E-SUV Elite,62589.82,2023-07,2023,Q3
SL000593,2023-07-03,Florida Dealership,"Miami, FL",E-Compact City,31397.96,2023-07,2023,Q3
SL000594,2023-07-03,Florida Dealership,"Miami, FL",E-Compact City,32873.35,2023-07,2023,Q3
SL000595,2023-07-03,California Dealership,"Los Angeles, CA",E-Sedan Pro,46215.71,2023-07,2023,Q3
SL000596,2023-07-03,California Dealership,"Los Angeles, CA",E-Truck Power,72151.55,2023-07,2023,Q3
SL000597,2023-07-04,Florida Dealership,"Miami, FL",E-SUV Elite,61204.78,2023-07,2023,Q3
SL000598,2023-07-05,New York Dealership,"New York, NY",E-Truck Power,77123.99,2023-07,2023,Q3
SL000599,2023-07-05,New York Dealership,"New York, NY",E-Compact City,31865.59,2023-07,2023,Q3
SL000600,2023-07-05,New York Dealership,"New York, NY",E-SUV Elite,60778.08,2023-07,2023,Q3
SL000601,2023-07-05,Illinois Dealership,"Chicago, IL",E-SUV Elite,59258.64,2023-07,2023,Q3
SL000602,2023-07-06,New York Dealership,"New York, NY",E-Sports GT,90968.25,2023-07,2023,Q3
SL000603,2023-07-06,New York Dealership,"New York, NY",E-SUV Elite,60297.36,2023-07,2023,Q3
SL000604,2023-07-06,New York Dealership,"New York, NY",E-Sedan Pro,43383.61,2023-07,2023,Q3
SL000605,2023-07-06,New York Dealership,"New York, NY",E-Compact City,32900.23,2023-07,2023,Q3
SL000606,2023-07-06,Texas Dealership,"Austin, TX",E-Truck Power,76019.66,2023-07,2023,Q3
SL000607,2023-07-06,California Dealership,"Los Angeles, CA",E-SUV Elite,64588.41,2023-07,2023,Q3
SL000608,2023-07-07,New York Dealership,"New York, NY",E-Compact City,30599.05,2023-07,2023,Q3
SL000609,2023-07-07,California Dealership,"Los Angeles, CA",E-Sedan Pro,47060.7,2023-07,2023,Q3
SL000610,2023-07-07,Illinois Dealership,"Chicago, IL",E-SUV Elite,63113.65,2023-07,2023,Q3
SL000611,2023-07-08,Florida Dealership,"Miami, FL",E-SUV Elite,61583.46,2023-07,2023,Q3
SL000612,2023-07-09,New York Dealership,"New York, NY",E-Sedan Pro,46546.42,2023-07,2023,Q3
SL000613,2023-07-09,Texas Dealership,"Austin, TX",E-Sports GT,92120.79,2023-07,2023,Q3
SL000614,2023-07-09,Texas Dealership,"Austin, TX",E-Sports GT,99700.78,2023-07,2023,Q3
SL000615,2023-07-09,Texas Dealership,"Austin, TX",E-Compact City,33539.66,2023-07,2023,Q3
SL000616,2023-07-09,Florida Dealership,"Miami, FL",E-SUV Elite,62580.08,2023-07,2023,Q3
SL000617,2023-07-09,Illinois Dealership,"Chicago, IL",E-Compact City,33305.28,2023-07,2023,Q3
SL000618,2023-07-09,Illinois Dealership,"Chicago, IL",E-Truck Power,78451.02,2023-07,2023,Q3
SL000619,2023-07-10,New York Dealership,"New York, NY",E-Sedan Pro,44896.05,2023-07,2023,Q3
SL000620,2023-07-10,New York Dealership,"New York, NY",E-Compact City,31191.49,2023-07,2023,Q3
SL000621,2023-07-10,Texas Dealership,"Austin, TX",E-Sedan Pro,45292.88,2023-07,2023,Q3
SL000622,2023-07-10,Florida Dealership,"Miami, FL",E-Sedan Pro,42790.67,2023-07,2023,Q3
SL000623,2023-07-10,Illinois Dealership,"Chicago, IL",E-Compact City,31110.64,2023-07,2023,Q3
SL000624,2023-07-11,Texas Dealership,"Austin, TX",E-SUV Elite,59080.85,2023-07,2023,Q3
SL000625,2023-07-11,Texas Dealership,"Austin, TX",E-SUV Elite,63007.09,2023-07,2023,Q3
SL000626,2023-07-12,New York Dealership,"New York, NY",E-Compact City,31589.52,2023-07,2023,Q3
SL000627,2023-07-12,New York Dealership,"New York, NY",E-SUV Elite,63576.44,2023-07,2023,Q3
SL000628,2023-07-12,Texas Dealership,"Austin, TX",E-SUV Elite,63782.8,2023-07,2023,Q3
SL000629,2023-07-12,Texas Dealership,"Austin, TX",E-Sedan Pro,45288.33,2023-07,2023,Q3
SL000630,2023-07-12,California Dealership,"Los Angeles, CA",E-Sedan Pro,46882.08,2023-07,2023,Q3
SL000631,2023-07-13,New York Dealership,"New York, NY",E-Sedan Pro,42912.08,2023-07,2023,Q3
SL000632,2023-07-13,Florida Dealership,"Miami, FL",E-Sports GT,95775.41,2023-07,2023,Q3
SL000633,2023-07-13,California Dealership,"Los Angeles, CA",E-SUV Elite,63604.41,2023-07,2023,Q3
SL000634,2023-07-14,Texas Dealership,"Austin, TX",E-Compact City,31924.27,2023-07,2023,Q3
SL000635,2023-07-14,Texas Dealership,"Austin, TX",E-SUV Elite,60169.02,2023-07,2023,Q3
SL000636,2023-07-14,Texas Dealership,"Austin, TX",E-Compact City,30995.63,2023-07,2023,Q3
SL000637,2023-07-14,California Dealership,"Los Angeles, CA",E-Sedan Pro,43060.53,2023-07,2023,Q3
SL000638,2023-07-14,Illinois Dealership,"Chicago, IL",E-Truck Power,77518.69,2023-07,2023,Q3
SL000639,2023-07-14,Illinois Dealership,"Chicago, IL",E-SUV Elite,63200.43,2023-07,2023,Q3
SL000640,2023-07-15,New York Dealership,"New York, NY",E-Truck Power,75293.21,2023-07,2023,Q3
SL000641,2023-07-15,New York Dealership,"New York, NY",E-Sedan Pro,44663.53,2023-07,2023,Q3
SL000642,2023-07-15,California Dealership,"Los Angeles, CA",E-SUV Elite,62139.56,2023-07,2023,Q3
SL000643,2023-07-16,New York Dealership,"New York, NY",E-SUV Elite,60784.44,2023-07,2023,Q3
SL000644,2023-07-16,California Dealership,"Los Angeles, CA",E-Compact City,32774.07,2023-07,2023,Q3
SL000645,2023-07-16,California Dealership,"Los Angeles, CA",E-Truck Power,74419.72,2023-07,2023,Q3
SL000646,2023-07-17,Texas Dealership,"Austin, TX",E-SUV Elite,64492.03,2023-07,2023,Q3
SL000647,2023-07-17,Texas Dealership,"Austin, TX",E-Truck Power,78636.44,2023-07,2023,Q3
SL000648,2023-07-17,Florida Dealership,"Miami, FL",E-Compact City,32515.25,2023-07,2023,Q3
SL000649,2023-07-17,Illinois Dealership,"Chicago, IL",E-Sedan Pro,46262.84,2023-07,2023,Q3
SL000650,2023-07-18,New York Dealership,"New York, NY",E-Sedan Pro,45456.99,2023-07,2023,Q3
SL000651,2023-07-18,New York Dealership,"New York, NY",E-Sedan Pro,45964.91,2023-07,2023,Q3
SL000652,2023-07-18,Texas Dealership,"Austin, TX",E-SUV Elite,62055.12,2023-07,2023,Q3
SL000653,2023-07-18,California Dealership,"Los Angeles, CA",E-Truck Power,76459.47,2023-07,2023,Q3
SL000654,2023-07-18,California Dealership,"Los Angeles, CA",E-Compact City,33157.41,2023-07,2023,Q3
SL000655,2023-07-18,California Dealership,"Los Angeles, CA",E-Sedan Pro,46381.82,2023-07,2023,Q3
SL000656,2023-07-18,California Dealership,"Los Angeles, CA",E-Sedan Pro,44304.04,2023-07,2023,Q3
SL000657,2023-07-19,New York Dealership,"New York, NY",E-Compact City,33430.69,2023-07,2023,Q3
SL000658,2023-07-19,New York Dealership,"New York, NY",E-SUV Elite,61259.21,2023-07,2023,Q3
SL000659,2023-07-19,New York Dealership,"New York, NY",E-Sedan Pro,46287.93,2023-07,2023,Q3
SL000660,2023-07-19,Texas Dealership,"Austin, TX",E-Sedan Pro,46525.49,2023-07,2023,Q3
SL000661,2023-07-19,California Dealership,"Los Angeles, CA",E-Sedan Pro,45921.92,2023-07,2023,Q3
SL000662,2023-07-19,California Dealership,"Los Angeles, CA",E-Truck Power,75348.23,2023-07,2023,Q3
SL000663,2023-07-19,Illinois Dealership,"Chicago, IL",E-SUV Elite,63354.41,2023-07,2023,Q3
SL000664,2023-07-20,New York Dealership,"New York, NY",E-Truck Power,75395.3,2023-07,2023,Q3
SL000665,2023-07-20,California Dealership,"Los Angeles, CA",E-SUV Elite,60698.28,2023-07,2023,Q3
SL000666,2023-07-20,Illinois Dealership,"Chicago, IL",E-Sedan Pro,45561.93,2023-07,2023,Q3
SL000667,2023-07-20,Illinois Dealership,"Chicago, IL",E-Compact City,33065.06,2023-07,2023,Q3
SL000668,2023-07-21,New York Dealership,"New York, NY",E-Compact City,30565.87,2023-07,2023,Q3
SL000669,2023-07-21,Texas Dealership,"Austin, TX",E-SUV Elite,61088.34,2023-07,2023,Q3
SL000670,2023-07-21,Florida Dealership,"Miami, FL",E-Compact City,31694.49,2023-07,2023,Q3
SL000671,2023-07-21,Illinois Dealership,"Chicago, IL",E-SUV Elite,63149.75,2023-07,2023,Q3
SL000672,2023-07-22,California Dealership,"Los Angeles, CA",E-Sedan Pro,44632.5,2023-07,2023,Q3
SL000673,2023-07-22,California Dealership,"Los Angeles, CA",E-Compact City,30724.39,2023-07,2023,Q3
SL000674,2023-07-22,California Dealership,"Los Angeles, CA",E-Sedan Pro,43993.44,2023-07,2023,Q3
SL000675,2023-07-23,New York Dealership,"New York, NY",E-SUV Elite,60012.06,2023-07,2023,Q3
SL000676,2023-07-23,Texas Dealership,"Austin, TX",E-SUV Elite,63474.89,2023-07,2023,Q3
SL000677,2023-07-23,Florida Dealership,"Miami, FL",E-SUV Elite,61365.2,2023-07,2023,Q3
SL000678,2023-07-24,New York Dealership,"New York, NY",E-Sedan Pro,45705.4,2023-07,2023,Q3
SL000679,2023-07-24,Texas Dealership,"Austin, TX",E-Sedan Pro,47031.4,2023-07,2023,Q3
SL000680,2023-07-24,Texas Dealership,"Austin, TX",E-Sedan Pro,43164.3,2023-07,2023,Q3
SL000681,2023-07-24,Florida Dealership,"Miami, FL",E-Compact City,31255.69,2023-07,2023,Q3
SL000682,2023-07-24,Illinois Dealership,"Chicago, IL",E-Compact City,32661.22,2023-07,2023,Q3
SL000683,2023-07-25,New York Dealership,"New York, NY",E-Sedan Pro,45439.51,2023-07,2023,Q3
SL000684,2023-07-25,Texas Dealership,"Austin, TX",E-Sedan Pro,47001.31,2023-07,2023,Q3
SL000685,2023-07-25,Texas Dealership,"Austin, TX",E-Compact City,33225.58,2023-07,2023,Q3
SL000686,2023-07-25,California Dealership,"Los Angeles, CA",E-SUV Elite,58995.45,2023-07,2023,Q3
SL000687,2023-07-25,California Dealership,"Los Angeles, CA",E-Compact City,31209.92,2023-07,2023,Q3
SL000688,2023-07-26,New York Dealership,"New York, NY",E-Truck Power,72664.05,2023-07,2023,Q3
SL000689,2023-07-26,Texas Dealership,"Austin, TX",E-Sedan Pro,44701.12,2023-07,2023,Q3
SL000690,2023-07-26,Texas Dealership,"Austin, TX",E-Sedan Pro,46117.73,2023-07,2023,Q3
SL000691,2023-07-26,Florida Dealership,"Miami, FL",E-Sedan Pro,44704.81,2023-07,2023,Q3
SL000692,2023-07-26,California Dealership,"Los Angeles, CA",E-Compact City,32362.53,2023-07,2023,Q3
SL000693,2023-07-26,Illinois Dealership,"Chicago, IL",E-Compact City,30692.45,2023-07,2023,Q3
SL000694,2023-07-27,Texas Dealership,"Austin, TX",E-Sedan Pro,43714.83,2023-07,2023,Q3
SL000695,2023-07-27,Texas Dealership,"Austin, TX",E-Sedan Pro,43864.02,2023-07,2023,Q3
SL000696,2023-07-27,California Dealership,"Los Angeles, CA",E-Compact City,32553.19,2023-07,2023,Q3
SL000697,2023-07-28,New York Dealership,"New York, NY",E-Sedan Pro,45525.53,2023-07,2023,Q3
SL000698,2023-07-28,New York Dealership,"New York, NY",E-Compact City,32761.34,2023-07,2023,Q3
SL000699,2023-07-28,New York Dealership,"New York, NY",E-SUV Elite,59324.44,2023-07,2023,Q3
SL000700,2023-07-28,New York Dealership,"New York, NY",E-SUV Elite,64608.75,2023-07,2023,Q3
SL000701,2023-07-28,New York Dealership,"New York, NY",E-Compact City,32122.66,2023-07,2023,Q3
SL000702,2023-07-28,California Dealership,"Los Angeles, CA",E-Compact City,31194.83,2023-07,2023,Q3
SL000703,2023-07-28,California Dealership,"Los Angeles, CA",E-Compact City,31768.32,2023-07,2023,Q3
SL000704,2023-07-28,California Dealership,"Los Angeles, CA",E-SUV Elite,62925.8,2023-07,2023,Q3
SL000705,2023-07-28,Illinois Dealership,"Chicago, IL",E-Truck Power,73442.87,2023-07,2023,Q3
SL000706,2023-07-29,New York Dealership,"New York, NY",E-SUV Elite,62016.31,2023-07,2023,Q3
SL000707,2023-07-29,Florida Dealership,"Miami, FL",E-Compact City,31710.95,2023-07,2023,Q3
SL000708,2023-07-29,Florida Dealership,"Miami, FL",E-Compact City,31232.76,2023-07,2023,Q3
SL000709,2023-07-30,Florida Dealership,"Miami, FL",E-Sedan Pro,44051.34,2023-07,2023,Q3
SL000710,2023-07-30,Florida Dealership,"Miami, FL",E-SUV Elite,60449.73,2023-07,2023,Q3
SL000711,2023-07-30,Florida Dealership,"Miami, FL",E-SUV Elite,62220.43,2023-07,2023,Q3
SL000712,2023-07-31,New York Dealership,"New York, NY",E-Truck Power,78396.11,2023-07,2023,Q3
SL000713,2023-07-31,New York Dealership,"New York, NY",E-SUV Elite,61097.43,2023-07,2023,Q3
SL000714,2023-07-31,Texas Dealership,"Austin, TX",E-Truck Power,72019.26,2023-07,2023,Q3
SL000715,2023-07-31,California Dealership,"Los Angeles, CA",E-Sedan Pro,46614.68,2023-07,2023,Q3
SL000716,2023-07-31,Illinois Dealership,"Chicago, IL",E-SUV Elite,62685.39,2023-07,2023,Q3
SL000717,2023-07-31,Illinois Dealership,"Chicago, IL",E-Sedan Pro,45781.4,2023-07,2023,Q3
SL000718,2023-07-31,Illinois Dealership,"Chicago, IL",E-Sedan Pro,45872.77,2023-07,2023,Q3
SL000719,2023-08-01,Illinois Dealership,"Chicago, IL",E-Sedan Pro,43125.99,2023-08,2023,Q3
SL000720,2023-08-01,Illinois Dealership,"Chicago, IL",E-Sedan Pro,43495.87,2023-08,2023,Q3
SL000721,2023-08-02,New York Dealership,"New York, NY",E-SUV Elite,59553.14,2023-08,2023,Q3
SL000722,2023-08-02,Florida Dealership,"Miami, FL",E-Sedan Pro,43009.79,2023-08,2023,Q3
SL000723,2023-08-03,Texas Dealership,"Austin, TX",E-SUV Elite,61559.45,2023-08,2023,Q3
SL000724,2023-08-03,Texas Dealership,"Austin, TX",E-SUV Elite,63217.86,2023-08,2023,Q3
SL000725,2023-08-03,Florida Dealership,"Miami, FL",E-SUV Elite,61454.14,2023-08,2023,Q3
SL000726,2023-08-03,California Dealership,"Los Angeles, CA",E-Sedan Pro,45475.37,2023-08,2023,Q3
SL000727,2023-08-03,California Dealership,"Los Angeles, CA",E-Sedan Pro,44267.43,2023-08,2023,Q3
SL000728,2023-08-04,New York Dealership,"New York, NY",E-SUV Elite,64453.18,2023-08,2023,Q3
SL000729,2023-08-04,Florida Dealership,"Miami, FL",E-Sedan Pro,46317.41,2023-08,2023,Q3
SL000730,2023-08-05,New York Dealership,"New York, NY",E-Compact City,31210.47,2023-08,2023,Q3
SL000731,2023-08-05,Florida Dealership,"Miami, FL",E-Truck Power,77410.41,2023-08,2023,Q3
SL000732,2023-08-05,California Dealership,"Los Angeles, CA",E-Compact City,31844.14,2023-08,2023,Q3
SL000733,2023-08-05,California Dealership,"Los Angeles, CA",E-Sedan Pro,46597.38,2023-08,2023,Q3
SL000734,2023-08-05,Illinois Dealership,"Chicago, IL",E-Sedan Pro,44495.22,2023-08,2023,Q3
SL000735,2023-08-06,New York Dealership,"New York, NY",E-Sedan Pro,46698.08,2023-08,2023,Q3
SL000736,2023-08-06,New York Dealership,"New York, NY",E-SUV Elite,62258.92,2023-08,2023,Q3
SL000737,2023-08-06,Texas Dealership,"Austin, TX",E-Compact City,30637.14,2023-08,2023,Q3
SL000738,2023-08-06,California Dealership,"Los Angeles, CA",E-Sports GT,95561.06,2023-08,2023,Q3
SL000739,2023-08-08,Texas Dealership,"Austin, TX",E-Compact City,30426.76,2023-08,2023,Q3
SL000740,2023-08-08,California Dealership,"Los Angeles, CA",E-Sedan Pro,46370.23,2023-08,2023,Q3
SL000741,2023-08-08,Illinois Dealership,"Chicago, IL",E-Sedan Pro,46199.32,2023-08,2023,Q3
SL000742,2023-08-09,New York Dealership,"New York, NY",E-Compact City,32969.61,2023-08,2023,Q3
SL000743,2023-08-09,California Dealership,"Los Angeles, CA",E-Sedan Pro,43627.39,2023-08,2023,Q3
SL000744,2023-08-09,California Dealership,"Los Angeles, CA",E-Truck Power,76874.83,2023-08,2023,Q3
SL000745,2023-08-09,Illinois Dealership,"Chicago, IL",E-Compact City,33245.21,2023-08,2023,Q3
SL000746,2023-08-09,Illinois Dealership,"Chicago, IL",E-Compact City,32423.65,2023-08,2023,Q3
SL000747,2023-08-10,Florida Dealership,"Miami, FL",E-Sedan Pro,44162.22,2023-08,2023,Q3
SL000748,2023-08-11,Texas Dealership,"Austin, TX",E-Sedan Pro,43096.37,2023-08,2023,Q3
SL000749,2023-08-11,Florida Dealership,"Miami, FL",E-Truck Power,76196.33,2023-08,2023,Q3
SL000750,2023-08-11,California Dealership,"Los Angeles, CA",E-Compact City,31245.0,2023-08,2023,Q3
SL000751,2023-08-11,Illinois Dealership,"Chicago, IL",E-Sedan Pro,43609.17,2023-08,2023,Q3
SL000752,2023-08-11,Illinois Dealership,"Chicago, IL",E-Compact City,31099.89,2023-08,2023,Q3
SL000753,2023-08-12,New York Dealership,"New York, NY",E-Compact City,33007.81,2023-08,2023,Q3
SL000754,2023-08-12,Texas Dealership,"Austin, TX",E-Sedan Pro,45895.27,2023-08,2023,Q3
SL000755,2023-08-12,Texas Dealership,"Austin, TX",E-SUV Elite,61580.55,2023-08,2023,Q3
SL000756,2023-08-13,New York Dealership,"New York, NY",E-Compact City,30524.73,2023-08,2023,Q3
SL000757,2023-08-13,Texas Dealership,"Austin, TX",E-Truck Power,77910.89,2023-08,2023,Q3
SL000758,2023-08-13,California Dealership,"Los Angeles, CA",E-Compact City,30615.22,2023-08,2023,Q3
SL000759,2023-08-13,California Dealership,"Los Angeles, CA",E-Sedan Pro,47245.02,2023-08,2023,Q3
SL000760,2023-08-13,California Dealership,"Los Angeles, CA",E-SUV Elite,63538.74,2023-08,2023,Q3
SL000761,2023-08-13,California Dealership,"Los Angeles, CA",E-Truck Power,77685.17,2023-08,2023,Q3
SL000762,2023-08-13,Illinois Dealership,"Chicago, IL",E-Sedan Pro,44600.36,2023-08,2023,Q3
SL000763,2023-08-14,California Dealership,"Los Angeles, CA",E-Compact City,31142.46,2023-08,2023,Q3
SL000764,2023-08-14,California Dealership,"Los Angeles, CA",E-Sedan Pro,46189.59,2023-08,2023,Q3
SL000765,2023-08-14,Illinois Dealership,"Chicago, IL",E-Sedan Pro,46517.04,2023-08,2023,Q3
SL000766,2023-08-15,New York Dealership,"New York, NY",E-Compact City,33166.19,2023-08,2023,Q3
SL000767,2023-08-15,Texas Dealership,"Austin, TX",E-Sports GT,97438.94,2023-08,2023,Q3
SL000768,2023-08-15,Florida Dealership,"Miami, FL",E-SUV Elite,60319.03,2023-08,2023,Q3
SL000769,2023-08-15,California Dealership,"Los Angeles, CA",E-SUV Elite,60212.14,2023-08,2023,Q3
SL000770,2023-08-15,California Dealership,"Los Angeles, CA",E-Sports GT,99570.62,2023-08,2023,Q3
SL000771,2023-08-15,California Dealership,"Los Angeles, CA",E-Compact City,32974.12,2023-08,2023,Q3
SL000772,2023-08-15,Illinois Dealership,"Chicago, IL",E-Sedan Pro,44796.44,2023-08,2023,Q3
SL000773,2023-08-16,New York Dealership,"New York, NY",E-SUV Elite,64738.49,2023-08,2023,Q3
SL000774,2023-08-16,Florida Dealership,"Miami, FL",E-Compact City,32475.64,2023-08,2023,Q3
SL000775,2023-08-17,New York Dealership,"New York, NY",E-Sedan Pro,45923.13,2023-08,2023,Q3
SL000776,2023-08-17,Florida Dealership,"Miami, FL",E-Sedan Pro,46255.96,2023-08,2023,Q3
SL000777,2023-08-17,Florida Dealership,"Miami, FL",E-Compact City,32638.85,2023-08,2023,Q3
SL000778,2023-08-17,California Dealership,"Los Angeles, CA",E-SUV Elite,61391.7,2023-08,2023,Q3
SL000779,2023-08-17,California Dealership,"Los Angeles, CA",E-Sedan Pro,45326.73,2023-08,2023,Q3
SL000780,2023-08-17,California Dealership,"Los Angeles, CA",E-Sedan Pro,46895.88,2023-08,2023,Q3
SL000781,2023-08-17,Illinois Dealership,"Chicago, IL",E-SUV Elite,59222.33,2023-08,2023,Q3
SL000782,2023-08-18,California Dealership,"Los Angeles, CA",E-Sedan Pro,46633.49,2023-08,2023,Q3
SL000783,2023-08-18,California Dealership,"Los Angeles, CA",E-Truck Power,72724.9,2023-08,2023,Q3
SL000784,2023-08-18,California Dealership,"Los Angeles, CA",E-Compact City,31316.86,2023-08,2023,Q3
SL000785,2023-08-18,Illinois Dealership,"Chicago, IL",E-Truck Power,75919.73,2023-08,2023,Q3
SL000786,2023-08-18,Illinois Dealership,"Chicago, IL",E-Sports GT,94667.59,2023-08,2023,Q3
SL000787,2023-08-19,New York Dealership,"New York, NY",E-SUV Elite,59315.5,2023-08,2023,Q3
SL000788,2023-08-19,Texas Dealership,"Austin, TX",E-SUV Elite,59340.42,2023-08,2023,Q3
SL000789,2023-08-19,Texas Dealership,"Austin, TX",E-Sedan Pro,43782.15,2023-08,2023,Q3
SL000790,2023-08-19,Texas Dealership,"Austin, TX",E-SUV Elite,60565.09,2023-08,2023,Q3
SL000791,2023-08-19,Texas Dealership,"Austin, TX",E-Sedan Pro,43503.71,2023-08,2023,Q3
SL000792,2023-08-19,California Dealership,"Los Angeles, CA",E-Sedan Pro,46342.32,2023-08,2023,Q3
SL000793,2023-08-19,California Dealership,"Los Angeles, CA",E-SUV Elite,60756.18,2023-08,2023,Q3
SL000794,2023-08-19,California Dealership,"Los Angeles, CA",E-Sedan Pro,43333.56,2023-08,2023,Q3
SL000795,2023-08-20,Texas Dealership,"Austin, TX",E-Sedan Pro,46390.61,2023-08,2023,Q3
SL000796,2023-08-20,Illinois Dealership,"Chicago, IL",E-Sedan Pro,44930.42,2023-08,2023,Q3
SL000797,2023-08-21,Texas Dealership,"Austin, TX",E-Sedan Pro,45363.15,2023-08,2023,Q3
SL000798,2023-08-21,Florida Dealership,"Miami, FL",E-Compact City,31275.65,2023-08,2023,Q3
SL000799,2023-08-21,California Dealership,"Los Angeles, CA",E-SUV Elite,60800.07,2023-08,2023,Q3
SL000800,2023-08-21,Illinois Dealership,"Chicago, IL",E-SUV Elite,61742.27,2023-08,2023,Q3
SL000801,2023-08-22,New York Dealership,"New York, NY",E-Compact City,32886.56,2023-08,2023,Q3
SL000802,2023-08-22,Texas Dealership,"Austin, TX",E-SUV Elite,64108.67,2023-08,2023,Q3
SL000803,2023-08-22,Florida Dealership,"Miami, FL",E-Sedan Pro,44952.27,2023-08,2023,Q3
SL000804,2023-08-22,Florida Dealership,"Miami, FL",E-Compact City,31976.22,2023-08,2023,Q3
SL000805,2023-08-22,California Dealership,"Los Angeles, CA",E-Truck Power,74301.04,2023-08,2023,Q3
SL000806,2023-08-22,California Dealership,"Los Angeles, CA",E-SUV Elite,61714.74,2023-08,2023,Q3
SL000807,2023-08-22,Illinois Dealership,"Chicago, IL",E-Sedan Pro,47031.5,2023-08,2023,Q3
SL000808,2023-08-23,Texas Dealership,"Austin, TX",E-SUV Elite,62897.42,2023-08,2023,Q3
SL000809,2023-08-23,California Dealership,"Los Angeles, CA",E-Compact City,30851.92,2023-08,2023,Q3
SL000810,2023-08-23,Illinois Dealership,"Chicago, IL",E-Sedan Pro,43734.19,2023-08,2023,Q3
SL000811,2023-08-24,Texas Dealership,"Austin, TX",E-Truck Power,78524.45,2023-08,2023,Q3
SL000812,2023-08-24,Florida Dealership,"Miami, FL",E-SUV Elite,63845.94,2023-08,2023,Q3
SL000813,2023-08-25,New York Dealership,"New York, NY",E-Sedan Pro,45777.44,2023-08,2023,Q3
SL000814,2023-08-25,New York Dealership,"New York, NY",E-Sedan Pro,43731.93,2023-08,2023,Q3
SL000815,2023-08-25,Texas Dealership,"Austin, TX",E-Sedan Pro,42752.94,2023-08,2023,Q3
SL000816,2023-08-25,Florida Dealership,"Miami, FL",E-Compact City,30886.56,2023-08,2023,Q3
SL000817,2023-08-25,Florida Dealership,"Miami, FL",E-SUV Elite,61077.56,2023-08,2023,Q3
SL000818,2023-08-26,New York Dealership,"New York, NY",E-Sedan Pro,43683.93,2023-08,2023,Q3
SL000819,2023-08-26,Florida Dealership,"Miami, FL",E-SUV Elite,63615.57,2023-08,2023,Q3
SL000820,2023-08-27,Texas Dealership,"Austin, TX",E-SUV Elite,64030.83,2023-08,2023,Q3
SL000821,2023-08-27,Texas Dealership,"Austin, TX",E-Sedan Pro,42887.09,2023-08,2023,Q3
SL000822,2023-08-27,Illinois Dealership,"Chicago, IL",E-Truck Power,75073.91,2023-08,2023,Q3
SL000823,2023-08-28,New York Dealership,"New York, NY",E-Sedan Pro,45230.22,2023-08,2023,Q3
SL000824,2023-08-28,Florida Dealership,"Miami, FL",E-Sedan Pro,44770.67,2023-08,2023,Q3
SL000825,2023-08-29,New York Dealership,"New York, NY",E-Compact City,31299.36,2023-08,2023,Q3
SL000826,2023-08-29,California Dealership,"Los Angeles, CA",E-Compact City,30801.56,2023-08,2023,Q3
SL000827,2023-08-29,Illinois Dealership,"Chicago, IL",E-Compact City,32210.5,2023-08,2023,Q3
SL000828,2023-08-30,New York Dealership,"New York, NY",E-Sedan Pro,42836.2,2023-08,2023,Q3
SL000829,2023-08-30,Texas Dealership,"Austin, TX",E-Compact City,31150.16,2023-08,2023,Q3
SL000830,2023-08-30,Illinois Dealership,"Chicago, IL",E-Compact City,32571.2,2023-08,2023,Q3
SL000831,2023-08-30,Illinois Dealership,"Chicago, IL",E-SUV Elite,64158.28,2023-08,2023,Q3
SL000832,2023-08-30,Illinois Dealership,"Chicago, IL",E-Truck Power,77886.41,2023-08,2023,Q3
SL000833,2023-08-31,New York Dealership,"New York, NY",E-Sedan Pro,47085.12,2023-08,2023,Q3
SL000834,2023-08-31,Florida Dealership,"Miami, FL",E-Sports GT,93212.85,2023-08,2023,Q3
SL000835,2023-08-31,Florida Dealership,"Miami, FL",E-SUV Elite,59389.42,2023-08,2023,Q3
SL000836,2023-08-31,California Dealership,"Los Angeles, CA",E-SUV Elite,64074.35,2023-08,2023,Q3
SL000837,2023-08-31,Illinois Dealership,"Chicago, IL",E-SUV Elite,64657.51,2023-08,2023,Q3
SL000838,2023-09-01,California Dealership,"Los Angeles, CA",E-Sports GT,94493.79,2023-09,2023,Q3
SL000839,2023-09-02,Florida Dealership,"Miami, FL",E-Compact City,33293.95,2023-09,2023,Q3
SL000840,2023-09-02,Florida Dealership,"Miami, FL",E-Truck Power,76927.86,2023-09,2023,Q3
SL000841,2023-09-03,Texas Dealership,"Austin, TX",E-SUV Elite,64384.44,2023-09,2023,Q3
SL000842,2023-09-03,Florida Dealership,"Miami, FL",E-Compact City,31269.23,2023-09,2023,Q3
SL000843,2023-09-03,Florida Dealership,"Miami, FL",E-Sedan Pro,43580.85,2023-09,2023,Q3
SL000844,2023-09-04,New York Dealership,"New York, NY",E-Compact City,32100.66,2023-09,2023,Q3
SL000845,2023-09-04,Florida Dealership,"Miami, FL",E-Compact City,31788.3,2023-09,2023,Q3
SL000846,2023-09-05,New York Dealership,"New York, NY",E-SUV Elite,63444.6,2023-09,2023,Q3
